date,maxtp(Maximum Air Temperature - degrees C),mintp(Minimum Air Temperature - degrees C),gmin(Grass Minimum Temperature - degrees C),rain(Precipitation Amount - mm),cbl (Mean CBL Pressure-hpa),wdsp(Mean Wind Speed - knot),pe(Potential Evapotranspiration - mm),evap(Evaporation -mm)
29/12/1942,3.2,-1.7,-1.7,0,1011.7,15.6,0.5,0.6
30/12/1942,9.1,-0.4,-4.6,6.2,1009.4,15.3,0.8,1.1
31/12/1942,8.3,5.6,0.2,2.8,1001,14.6,0.7,0.9
01/01/1943,10.4,2,4.8,2.1,988.8,21.9,0.7,0.9
02/01/1943,5.4,0.6,-1,0.3,1001.5,16.9,0.5,0.7
03/01/1943,2.9,-1.6,-6.1,0,1008.3,8.5,0.3,0.5
04/01/1943,4.1,-0.6,-2.9,7.4,1003.8,14.1,0.7,0.9
05/01/1943,6.8,2.4,1.2,7.7,996.3,6.2,0.3,0.3
06/01/1943,10.4,3.6,-0.6,9.7,994.2,8.1,0.1,0.1
07/01/1943,6.7,3.5,3.8,0.4,1000.8,10.6,0.5,0.7
08/01/1943,7.2,2.8,2.2,1,1004.3,15.3,0.7,0.9
09/01/1943,9.3,5,4,2.2,996.4,21.2,0.6,0.9
10/01/1943,8.7,1.9,-0.6,1.4,985.3,16,0.3,0.3
11/01/1943,8.8,6.1,6.7,8.7,968.6,25.2,1,1.4
12/01/1943,8.9,5.7,5,12.8,968.8,20,0.4,0.6
13/01/1943,7.3,0.7,1.2,0,979.9,12.4,0.5,0.5
14/01/1943,5.7,-1.4,-4.5,0,984.6,15.4,0.5,0.5
15/01/1943,7.2,0.6,-1.3,0,995.1,14.1,0.5,0.6
16/01/1943,9.2,4.4,-1.6,2.8,992.4,10.4,0.5,0.7
17/01/1943,8.1,2.1,2.8,2.3,990.8,13.7,0.2,0.2
18/01/1943,8.4,-0.7,-7.2,0.3,996.5,7.3,0.3,0.4
19/01/1943,9.2,7.9,6.8,3.2,991,17.1,0.5,0.7
20/01/1943,12.2,6.9,7.8,11.7,983.7,16,0.6,0.7
21/01/1943,11,5.7,5.2,3.3,986.1,10.3,0.5,0.6
22/01/1943,9.1,5.2,2.8,0.7,995.8,3.7,0.3,0.4
23/01/1943,7.9,2.2,1.5,0,1006.2,9.5,0.4,0.5
24/01/1943,11,2.8,-2.9,0,1007.1,17.4,0.9,1.3
25/01/1943,10.1,6.7,6.6,6.9,1000.3,15.7,0.8,1
26/01/1943,9.6,7.1,4.4,0,1007.8,21.2,1.1,1.5
27/01/1943,11.7,5.2,1.6,0.7,1006.2,16.8,0.7,0.9
28/01/1943,11.8,7.8,7.1,3.2,990.6,17.2,1,1.3
29/01/1943,8.9,4.4,2.9,0.9,979.6,23.1,1.1,1.5
30/01/1943,8.3,1.8,3.2,0.5,969.3,21.8,0.9,1.3
31/01/1943,5.9,1.2,0.4,17,964.1,17.5,0.5,0.7
01/02/1943,9.9,4,1.1,0,974.6,14.8,1,1.2
02/02/1943,8.2,1.8,2.4,0,988.5,13,0.6,0.8
03/02/1943,7.3,1.2,-1.8,0.2,1001,18,0.7,1.1
04/02/1943,8.1,0.9,-0.7,0,1010.2,16.5,0.8,1
05/02/1943,11.8,6.1,3.9,7,1000.7,26.5,0.9,1.4
06/02/1943,8.9,1.2,2.3,0.7,997.7,22,0.3,0.6
07/02/1943,5.7,0.1,-0.9,0,1011.2,7.4,0.7,0.9
08/02/1943,8.5,0,-4.3,1.6,998.6,21.6,1.2,1.8
09/02/1943,8.4,2.1,0.6,1.3,988.3,18.1,0.8,1.2
10/02/1943,11.2,4.3,2.3,1.6,997.5,18.5,0.9,1.2
11/02/1943,11.2,8.4,7.5,0.1,1004.3,24.7,0.7,1.1
12/02/1943,10.9,4.6,9,1.8,1005.8,30.7,0.8,1.4
13/02/1943,9.6,2.4,0.7,0,1015,24.5,0.9,1.5
14/02/1943,11.6,7.7,5.7,2.2,1006.3,28.5,0.7,1.3
15/02/1943,9.4,1.8,2.2,1.8,1005.8,28,0.6,1.2
16/02/1943,7.9,3.6,1.7,0,1021.1,16.8,1.1,1.6
17/02/1943,10.1,6.1,4.9,0,1026.9,12.3,0.5,0.8
18/02/1943,11.4,2.9,4.3,0,1028.7,8.6,0.7,1
19/02/1943,10.2,3.2,-1.1,0,1026.9,11.3,0.8,1.1
20/02/1943,7.9,6.6,5.9,0.3,1025.7,7.9,0.6,0.9
21/02/1943,7.2,5.6,5.5,0,1022.4,12.4,0.8,1.1
22/02/1943,11.5,3.7,0.7,0,1018.4,7.4,1,1.3
23/02/1943,12.2,4.8,-1.5,0,1015.2,11.8,1,1.3
24/02/1943,11.8,6.1,3.1,0,1012.8,13.5,0.9,1.3
25/02/1943,9.8,1.7,4.1,3.4,1013,15.3,0.7,1.2
26/02/1943,9.9,0.3,-1.3,0,1024.6,12.3,1,1.4
27/02/1943,9.8,6.1,5.6,0,1028.6,9.8,1.1,1.4
28/02/1943,11.3,6.8,6.1,0,1029.7,11.3,1,1.4
01/03/1943,10.7,7.8,5.8,0,1031.3,13.3,0.8,1.1
02/03/1943,9.6,7,6.7,0,1026.3,7.4,0.7,1
03/03/1943,8.2,5.3,6.8,4.6,1019.8,12.7,0.7,1.1
04/03/1943,6.7,2.4,3.9,0,1016,5.8,0.8,1
05/03/1943,10.7,2.1,-2.9,0,1022.6,8.3,1,1.5
06/03/1943,11.2,0.7,-0.9,0,1025.1,5.5,1,1.5
07/03/1943,9.4,0.1,-1.2,0,1017.6,3.3,0.6,0.8
08/03/1943,9.3,1.1,-1.5,0.9,1008.2,15.5,1.3,2.1
09/03/1943,10,-0.1,-1.5,0,1013.3,13.3,1,1.6
10/03/1943,11.5,8.3,6.6,0.2,1006.7,22.2,1.4,2.2
11/03/1943,8.7,-0.7,1.7,0.1,1007.9,12.6,0.9,1.6
12/03/1943,8.7,-2.5,-4.2,0,1014.2,6.5,1.3,1.9
13/03/1943,8.9,-1,-4.4,0,1013.8,7.8,1.5,2.1
14/03/1943,10.7,-1.3,-3.5,0,1009.5,6.6,1.6,2.2
15/03/1943,12.1,1.1,-5.2,0,1003,12.7,1.2,1.8
16/03/1943,13.2,2,-0.8,0,1004.2,8.8,1,1.5
17/03/1943,11.7,6.4,2.2,0.3,1008.3,5.7,0.7,1
18/03/1943,10.1,4.1,-0.7,0.1,1010.4,6.2,0.9,1.4
19/03/1943,8.7,2.7,1.8,0,1008.4,12,1.2,1.9
20/03/1943,9.2,2.8,-2.5,0,1007.2,10.7,1.3,2
21/03/1943,9.8,4.6,2.1,2.7,1007.7,12.8,1.2,1.8
22/03/1943,11,6,5.7,1,1007.2,12.5,1.5,2.4
23/03/1943,10.1,5,3.4,0,1001,12.8,1.2,2.1
24/03/1943,9.3,6.2,4.6,4.8,995.8,13,0.9,1.4
25/03/1943,9.3,6.2,5.8,0,997.3,13.5,0.9,1.5
26/03/1943,12.6,4.4,3.4,0.7,1000.3,9.2,1.5,2.2
27/03/1943,12.4,3.6,3.6,1.5,1003.8,14,1.6,2.6
28/03/1943,11.7,1.9,0.5,0.6,1009.5,13.2,1.7,2.6
29/03/1943,11.9,6.6,5.6,1.5,1001.2,23.3,1.1,2
30/03/1943,13.1,7.1,6.1,1.1,995.7,32.2,1.6,3
31/03/1943,13.4,4.9,3.9,0.2,1001.2,26.1,1.2,2.1
01/04/1943,13.1,10.6,10.2,0.2,1011.1,29.7,1.4,2.5
02/04/1943,16.4,8,9.8,0,1021.5,17.2,2.3,3.5
03/04/1943,13.4,6.7,5.7,0,1021.8,7.6,1.9,2.6
04/04/1943,15.9,5,2.1,0,1015.3,9.4,2.3,3.4
05/04/1943,12.3,3.4,3.9,0.2,1004.6,23.3,1.4,2.5
06/04/1943,10.3,2.6,1.6,0,1011.2,21,1.7,3.1
07/04/1943,12.6,4.6,6.1,0,1013.3,25.1,2,3.7
08/04/1943,12.7,1.7,0.5,0.2,1018.1,12.6,1.3,2.1
09/04/1943,12.6,7.1,6.1,0,1014.8,13.7,1.7,2.5
10/04/1943,12.5,7.2,6.7,0,1012.6,12.5,1.6,2.4
11/04/1943,16.3,8.1,6.7,0,1011.5,14,2.1,3.1
12/04/1943,16.9,10.6,6.4,0.1,1008,14.1,1.8,2.6
13/04/1943,15.4,9.6,8.4,0.5,1009.6,13.3,1.5,2.3
14/04/1943,16.2,10,9.8,0,1009,16.1,1.9,2.7
15/04/1943,16.2,9.1,7.9,0,1009.5,9.4,1.7,2.5
16/04/1943,13.2,6.4,3.2,0,1015.4,5.2,2,2.8
17/04/1943,15.9,4.9,1.7,0,1013.7,13.7,2.3,3.6
18/04/1943,14.4,6.3,10.1,1.7,1004,15.3,1.2,2
19/04/1943,11.6,2.6,0.9,0.3,1003.8,12.2,2.1,3.5
20/04/1943,12.6,1.6,-0.9,0,1008,12.8,1.8,2.8
21/04/1943,13.3,3.2,-4.1,0,999.8,7,2.3,3.4
22/04/1943,17,7.2,6.8,1,991,10.5,2.7,3.7
23/04/1943,12.1,3.8,7.6,12.7,990.8,12.4,1.1,1.8
24/04/1943,13.4,2,1,2.6,997.3,19.7,1.8,3.4
25/04/1943,13.5,5.4,4.1,6.8,993.2,31.1,3.3,6.2
26/04/1943,12.4,6.5,5.7,3.3,1002.3,26.4,2.9,5.5
27/04/1943,13.6,6.3,5.2,2.3,1012.1,17.7,2.1,3.8
28/04/1943,12.3,4.4,3.7,0,1010.1,8.4,1.5,2.4
29/04/1943,14.2,2.7,-0.4,1.8,1005.8,7.5,1.3,1.9
30/04/1943,12.8,4.7,3.3,0.2,1009,15.1,2.6,4.5
01/05/1943,13.8,3.2,1.7,0,1014.8,10.8,2.9,4.6
02/05/1943,13.4,2.9,-0.7,0,1016.1,6.6,2,3
03/05/1943,13.2,4.6,2.8,0,1021.3,13.2,3,4.9
04/05/1943,13.7,2.7,1.2,0,1019.5,5.3,2.6,3.7
05/05/1943,10.8,4.3,0.4,4.6,1008.8,8.8,1.4,2.1
06/05/1943,12.7,1.9,1.1,0.2,1000.9,13.1,2.9,4.7
07/05/1943,9.4,1.9,0.7,7.8,981.7,13.7,1.4,2.6
08/05/1943,7.5,3.7,4.3,14.5,970.7,18.8,0.9,1.9
09/05/1943,8.2,2.2,1.3,6,986,19.6,1.8,3.3
10/05/1943,7,0,-0.1,16.6,983.7,10.7,1.5,2.4
11/05/1943,9.9,0.4,-1.2,0.7,996.2,12.3,1.5,2.7
12/05/1943,14.9,9.4,6.6,5,1002.9,19.4,2.4,3.9
13/05/1943,16.4,8.9,8.4,10.8,1006.7,19,1.8,3
14/05/1943,15.6,6.7,9,0.7,1017.8,13.9,3.2,5.3
15/05/1943,13.9,2.3,-0.2,0,1028.8,7,3,4.5
16/05/1943,16.1,4.3,-0.7,0,1029.9,7.5,3.5,5.2
17/05/1943,17.1,6.4,0.1,0,1025.6,4.9,3.8,5.3
18/05/1943,17.7,6.9,0.2,0,1017.2,7.1,3.5,5.2
19/05/1943,18.3,9.7,3.3,0,1009.9,10,3.3,5
20/05/1943,17.2,10.4,7,0.1,1010.8,7,2.6,3.6
21/05/1943,17.4,7.8,9.1,0.1,1009.5,4.1,2.1,2.8
22/05/1943,12.2,6.7,1.6,13.2,1002,8.6,1.1,1.8
23/05/1943,16,8.1,6.4,1.9,1001.6,14.7,3.1,5.1
24/05/1943,15.3,4.7,-0.6,3.5,999.2,5.3,2.6,3.8
25/05/1943,16.6,7.4,5.9,0,1003.9,8.8,2.8,4.2
26/05/1943,19.1,8.8,5.6,0.2,1009,14.5,2.6,4.1
27/05/1943,18.3,8.2,6.8,0,1015.1,11.7,3.9,5.9
28/05/1943,16.7,6.3,4.3,0,1017.5,9,3,4.6
29/05/1943,15.9,8.2,3.1,0.4,1008.4,12.1,2.7,4.4
30/05/1943,18.9,9.6,9.7,0.2,1003,10.2,3.6,5.4
31/05/1943,12.3,8.6,2.3,1.6,997.7,15.7,1.5,2.5
01/06/1943,14.6,7,2.3,16.2,989,12.4,2.3,3.7
02/06/1943,14.7,8.2,6.8,2.8,991.1,18.9,2.1,3.6
03/06/1943,14.2,5.2,7.8,0,1002.4,14.4,2.1,3.5
04/06/1943,18,5.7,1.7,11.4,1004.5,10.3,2,3
05/06/1943,16.9,10,9.6,2.9,1004.5,14.8,3,4.7
06/06/1943,17.9,10,9.2,0,1009.4,10,2.8,4.1
07/06/1943,17.8,9.3,3.3,7.9,1008.2,12.8,2,3
08/06/1943,17.8,11.2,11.1,0.3,1006.3,11.2,3,4.6
09/06/1943,21.2,11,9.7,0.1,1005.8,5.8,3.1,4.4
10/06/1943,18.5,11.5,9.6,0.7,1006.3,5.4,2,2.7
11/06/1943,16.7,8.3,8.6,2.9,1005.8,10.3,2.1,3.1
12/06/1943,16.4,7.2,5.1,0.7,1007.9,17.4,3.5,6.1
13/06/1943,15.9,7.8,6.3,1.8,1007.5,17.5,3.5,6.2
14/06/1943,15.3,7.7,6.8,1.5,1003,16.2,2.7,4.3
15/06/1943,14.4,7.9,6.4,8.6,999.6,12.5,2.6,4.2
16/06/1943,15.2,6.8,5.8,0,1003.5,10.9,2.2,3.3
17/06/1943,16.7,8.1,6.8,1,1007.8,5.7,2.6,3.7
18/06/1943,17.4,11.7,11.3,15.2,1002.8,16,1.5,2.5
19/06/1943,20.1,12.3,13.1,1.3,997.7,20.5,3.1,4.8
20/06/1943,16.4,8.2,9.9,5.2,995.4,23,3,5.5
21/06/1943,15.9,6.9,5.6,0,1004.8,15.8,3.6,5.8
22/06/1943,19.2,10.7,9.3,0,1009.3,17.1,3.3,4.7
23/06/1943,16.7,9.2,8.6,0,1015.7,15.8,3,4.9
24/06/1943,20.8,7.3,3.1,0.1,1017,11.6,3.1,4.7
25/06/1943,17.9,9.4,10.7,0,1017.4,11.9,3,4.6
26/06/1943,16.9,7.1,5.7,0,1021.8,4.5,3.8,5.4
27/06/1943,18.4,8.2,1.8,0,1022.3,3.3,4.2,5.6
28/06/1943,21.6,9.1,1.9,0,1022,3.3,4.6,6.1
29/06/1943,23.8,12.1,5.6,0,1021.2,4.4,4.9,6.6
30/06/1943,18.6,11.1,7.4,0,1018,7.8,4,5.9
01/07/1943,17.4,9.6,3.8,0,1015.8,9,3,4.7
02/07/1943,20.6,7,2.2,0,1015.6,3.5,4.1,5.5
03/07/1943,21.3,11.5,7.2,0,1013.8,9,2.9,3.9
04/07/1943,20.6,10,11.6,0,1010.8,12.4,3.4,4.9
05/07/1943,16.8,8.3,7.1,2.9,1004.5,9.7,2.3,3.3
06/07/1943,16.9,8.9,8.9,3.3,997.2,15,3,4.6
07/07/1943,16.1,6.1,4.9,11.6,1000.8,10.7,2.6,4
08/07/1943,16.9,8.9,7.9,0.8,1003.4,11.6,2.8,4.2
09/07/1943,16.7,9.7,10.2,1.2,1003.1,13.5,2.7,4
10/07/1943,19.1,9.1,7.3,12.1,1000,11.7,1.9,2.8
11/07/1943,19.6,13.2,12.8,0.9,993.7,18,3.2,5.1
12/07/1943,16.5,10.7,8.4,1.6,993.4,24.4,3.3,6.2
13/07/1943,18.9,10.7,9.1,0,1001.5,21.9,3.7,5.9
14/07/1943,19.6,10.4,9.6,2.4,1002.9,14.8,2.2,3.2
15/07/1943,18.3,9.6,11.5,3.9,1002.2,11.9,2.8,4.4
16/07/1943,17.8,7.7,5.5,0,1009.6,7.4,3.7,5.5
17/07/1943,21.2,9,4.2,0,1009,8,3.4,4.9
18/07/1943,15.3,11.8,10.9,0.2,1004.8,10.4,1.8,2.6
19/07/1943,15.7,10.1,10.6,0,1003.9,9.5,2.3,3.4
20/07/1943,19.7,9.9,7.8,0,1006.2,8.6,3.5,5.1
21/07/1943,18.9,10.8,9.3,0,1010.2,9.2,3,4.5
22/07/1943,16.6,10.4,7.2,0,1013.4,6,2.1,3
23/07/1943,21,8.6,4.4,0,1011.2,4.3,3.9,5.3
24/07/1943,20.2,10.9,5.3,0,1007.9,4,3.8,5.1
25/07/1943,21.7,11.1,6.1,0,1003.8,9.6,2.7,3.9
26/07/1943,20.3,13.8,14.4,0.2,1000.8,14.5,2.6,3.6
27/07/1943,20.1,11.7,8.3,0.3,1004.8,7.6,2.5,3.3
28/07/1943,23.4,13.8,13.4,3.7,1009.8,8,3.3,4.5
29/07/1943,19.6,11.6,9.5,0,1013.8,8.3,2.6,3.7
30/07/1943,20.7,13.2,13.4,0,1008,11.3,3.4,5.1
31/07/1943,24.5,14.7,13.7,0,999.2,13.3,4.2,6
01/08/1943,18.2,13.7,11.7,6.4,990.8,13.2,1.7,2.7
02/08/1943,16.6,10.1,12.2,2.7,997.4,10.9,1.6,2.4
03/08/1943,16.8,9.2,7.8,0,1004.5,7.4,2.7,3.9
04/08/1943,15.7,10.6,6.8,2.7,997.6,12.1,1.4,2.2
05/08/1943,18,9.5,3.6,0.2,993.3,10.1,2.9,4.5
06/08/1943,15.6,10.3,11.2,0,1003.3,11.2,1.5,2.2
07/08/1943,17.7,9.7,7.9,3.4,1005.8,17.5,1.8,2.8
08/08/1943,17.2,12.2,13.4,2,1001,16.9,1.4,2.3
09/08/1943,18.9,11.3,10.3,0,1005.3,12.9,2.6,3.7
10/08/1943,18.2,12.8,13.6,0.6,1003.3,12.9,1.9,2.7
11/08/1943,17.2,6.9,7.9,0.2,1005.6,13.6,3,4.8
12/08/1943,15.8,5.7,4.3,0,1004.8,16.2,1.8,3
13/08/1943,18.8,12.4,11.8,0.2,998,20.5,2.9,4.3
14/08/1943,18.6,7.8,8.3,0,1002.3,14.4,3,4.5
15/08/1943,16.3,6.4,5.1,2.4,1008.9,11.5,2,3
16/08/1943,20.9,11.4,10.6,0.1,1009.8,14.4,2.2,3.3
17/08/1943,20.7,12.9,12.7,0,1005.9,12,2.6,3.9
18/08/1943,19.3,14,13.5,0,1000.7,11.8,1.9,2.6
19/08/1943,19.1,13.4,10.5,6.7,998.2,10.2,1.9,2.5
20/08/1943,20.2,14.1,13.9,2.5,990.3,18,2.8,4.5
21/08/1943,20.9,11.6,8.4,0,990,11.1,3.1,4.3
22/08/1943,18.3,11.5,9.8,0.2,994.2,17.5,3,4.6
23/08/1943,17.7,10,9.6,0.1,1002.7,14.7,3.1,4.7
24/08/1943,17.9,8.3,2.9,1.2,1002.3,12.8,2.5,3.9
25/08/1943,17.6,9.9,9,4.2,998.5,15,3,4.7
26/08/1943,16.1,8.3,6.4,1.4,996.9,19.7,2.5,4.1
27/08/1943,16.5,8.8,7.9,0.4,1000.9,11.8,1.8,2.5
28/08/1943,19.3,11.7,10.6,6.7,999.2,16.4,1.7,2.6
29/08/1943,21.6,12.6,12.7,5.3,999.9,18.5,2.1,3
30/08/1943,18.1,11.1,11.4,0.7,1002,20,2.5,3.9
31/08/1943,19.6,10.4,8.8,0.2,1005.2,7,1.6,2.2
01/09/1943,19.7,10.2,11.2,6.3,1000.8,9.5,2.2,3.1
02/09/1943,16.7,7.9,8.3,0,1005,14.5,2.9,4.4
03/09/1943,16.9,6.4,2.9,0,1010.7,6.7,1.9,2.6
04/09/1943,15.8,12.1,7.7,15,1002.8,20.1,1.3,2.1
05/09/1943,17.6,11.2,10.1,2.5,995.2,19.5,2.5,4
06/09/1943,15.8,9.8,9.4,1.2,999.6,21.7,2.1,3.3
07/09/1943,16.8,9.7,7.9,4.6,1003.8,11.3,1.7,2.5
08/09/1943,15.9,6.2,5.1,0,1007.3,8.2,1.7,2.5
09/09/1943,18.5,10.1,3.1,0,1005.7,12.5,2.4,3.4
10/09/1943,16.5,12.5,12.1,5.7,1001.6,15.6,1.1,1.7
11/09/1943,15.1,13.3,10.7,10.6,1002.7,2.2,1,1.2
12/09/1943,18.1,12,9.7,5.7,999.5,7.8,1.4,2.1
13/09/1943,20,14.2,13.9,3.1,993.9,8.2,1.6,2.1
14/09/1943,17.1,7.2,12.7,0,996.2,12.1,1.5,2.2
15/09/1943,16.8,6.6,4.9,0.4,1001.2,19.6,1.6,2.6
16/09/1943,14.1,9.8,8.4,14.2,1005.1,9.7,1.2,1.7
17/09/1943,15,7,6.2,2.1,1007,12.2,1.6,2.5
18/09/1943,12.7,9.1,8.9,0,1010,10.7,1.1,1.5
19/09/1943,17.1,10,8.7,0.2,1006.7,15,1.4,2.3
20/09/1943,14.6,7.8,7.3,0.3,1005.4,19,1.6,2.7
21/09/1943,13.4,4.9,5.6,2,1007.8,11.7,1.7,2.6
22/09/1943,13.8,3.3,2.1,0,1013.2,12.3,1.8,2.7
23/09/1943,18.2,10,9.9,0,1010.7,18.2,2.4,3.5
24/09/1943,13.7,6.7,8.5,0.1,1007,12.2,1.2,1.7
25/09/1943,12.9,3.4,2.3,0.8,1006.2,12.7,1.5,2.2
26/09/1943,11.6,2.7,3.6,0,1008.9,12,1.7,2.4
27/09/1943,12.9,0.7,-0.4,1.2,1005.7,18.3,0.7,1.2
28/09/1943,14.1,10.2,8.4,0.1,1004.2,19.6,1.7,2.6
29/09/1943,16.3,10.9,7.8,0.1,1008.5,16.2,1.3,1.8
30/09/1943,16.9,12.1,12.8,0.5,1005.8,15.5,1.1,1.6
01/10/1943,16.9,9.3,9.8,0,999.7,19.3,1.7,2.3
02/10/1943,13.4,5,3.3,0,1007.8,15.3,1.9,2.8
03/10/1943,14.4,6.1,4.3,0,1009.2,23.8,1.7,2.7
04/10/1943,15.2,11.1,10.9,0.8,1002.6,20.2,1.2,1.8
05/10/1943,17.9,11.6,11.2,0.3,993.9,28,1.7,2.6
06/10/1943,14.4,5.3,9.6,8,994.4,13.8,0.9,1.4
07/10/1943,12.3,2.1,0.8,0,1007.4,7,1.1,1.6
08/10/1943,12.7,4.2,-1.6,0.1,1008.5,12.8,1,1.4
09/10/1943,16.6,9.8,8.5,1.7,1009.3,8.6,1.1,1.5
10/10/1943,14.3,10.1,10.6,5.1,1008.5,12.7,0.7,1
11/10/1943,14.3,5,3.9,0,1012.8,9.5,1.3,1.8
12/10/1943,16.1,5.5,-1.1,0.4,1006.3,17.2,1.5,2
13/10/1943,12.9,3.5,2.6,0,1010.2,9.2,1,1.5
14/10/1943,14.6,4.4,-0.2,0,1009.8,8.9,1.3,1.8
15/10/1943,13.2,8.3,5.1,0,1000.9,9.9,1.3,1.6
16/10/1943,12.9,5.8,6.8,3.9,988.8,14.9,0.6,1
17/10/1943,11.6,2,-1.7,0,984.7,4.9,0.9,1.2
18/10/1943,12.7,2.7,-3.2,1,983.2,13.5,1,1.4
19/10/1943,13.2,6.8,2.8,9.5,976.2,19,1.3,1.8
20/10/1943,13.8,7.2,4.8,1.7,978.9,18.9,1.9,2.5
21/10/1943,14.3,8.9,7.8,0,982,20.9,1.8,2.4
22/10/1943,13.3,6.6,7.1,0,988.2,14.2,1.5,1.9
23/10/1943,12.4,4.7,-1.6,1.5,994.2,4.7,0.7,0.9
24/10/1943,13.3,6.1,4.4,0,1001.5,6.5,0.8,1.1
25/10/1943,13.3,3.4,0.5,0,1002.9,9,0.9,1.2
26/10/1943,14.4,8.4,3.6,0.2,1000.4,16.9,1,1.4
27/10/1943,15.3,11.3,11.1,0,1003,17.2,1.1,1.5
28/10/1943,14.6,11.8,9,0,1006.6,17.7,1.5,1.9
29/10/1943,14.9,10,5.9,0,1009.2,18.8,1.2,1.6
30/10/1943,12.7,11.1,9.3,4.4,1003.9,17.7,0.9,1.2
31/10/1943,14,12.2,10.7,15.2,999.7,11.6,0.5,0.7
01/11/1943,12.9,10.7,11.2,1.5,1003.3,5.8,0.4,0.5
02/11/1943,13.8,11.3,10,6.8,1005.8,9,0.5,0.7
03/11/1943,14.9,6.9,11.2,0.7,1012.8,7.3,0.2,0.4
04/11/1943,14.9,8.4,2.4,0.2,1019.1,5.5,0.6,0.8
05/11/1943,13.4,9.4,7.2,4.6,1014.5,13.7,0.6,0.8
06/11/1943,9.5,3.5,4.1,0,1010.4,16.8,0.5,0.8
07/11/1943,8.9,0.9,0.2,2,1009,9.9,0.7,0.9
08/11/1943,11.7,6.1,3.9,1.9,1008.3,11.9,0.7,0.9
09/11/1943,13.2,5.1,1.1,0,1015.7,13.4,1,1.2
10/11/1943,14.8,5.2,8.3,1,1013.9,19.8,1.1,1.4
11/11/1943,10.1,2.4,1.1,0.1,1014.7,16.7,0.4,0.6
12/11/1943,10.7,8.8,8.5,3.6,1005,22.7,0.8,1.2
13/11/1943,9,1.8,5.9,5.5,992.8,22.1,0.4,0.6
14/11/1943,6,0,0.8,1,994.3,20.7,0.9,1.3
15/11/1943,6.6,-1.1,-2.3,0,1005.2,15.8,0.7,1
16/11/1943,3.8,0.1,-1.1,3.9,1010.5,10.5,0.5,0.7
17/11/1943,6.2,-0.9,-1.7,0.2,1015,13.7,0.5,0.6
18/11/1943,5.7,0.9,-0.7,0,1021.5,11.3,0.8,1
19/11/1943,6.2,-0.6,-1.9,0,1026.4,10.2,0.2,0.3
20/11/1943,11.3,6.1,5.4,0,1023.6,8.3,0.4,0.5
21/11/1943,8.3,6.6,6.4,0,1016,11.2,0.4,0.5
22/11/1943,8.8,0.7,4.4,0,1007.8,13.3,0.3,0.4
23/11/1943,10,1.2,-0.8,0.4,989.8,21.9,0.6,0.9
24/11/1943,7.1,2.3,3.8,0.6,979.8,23.2,0.9,1.2
25/11/1943,6.8,-0.8,-1.1,0.3,994.2,12.3,0.4,0.4
26/11/1943,5.2,-1.4,-2.9,2.8,999.7,7.8,0.2,0.3
27/11/1943,11.6,4.1,-1.3,4.5,991.9,9.5,0.4,0.5
28/11/1943,12.1,4,8.3,6.2,991.6,18.8,0.6,0.7
29/11/1943,5.7,2.2,1.6,4.7,999.9,24.5,0.7,1
30/11/1943,8.5,4.4,2.4,0.2,1009.5,18.5,0.4,0.5
01/12/1943,10,5.6,2.3,2.7,1005.1,15.4,0.4,0.4
02/12/1943,9.3,2.3,2,0.8,992.1,16.2,0.5,0.6
03/12/1943,9.1,3.7,-2.8,0.4,1004.3,13.2,0.7,0.8
04/12/1943,7.1,2.2,5.1,0,1015.7,7.7,0.8,0.9
05/12/1943,6.7,0.5,-0.8,1.1,1015.3,3.2,0.2,0.3
06/12/1943,8.3,3.4,5,0.6,1013,3.8,0.2,0.3
07/12/1943,4.5,0.4,-1,0.4,1010.2,7.9,0.1,0.2
08/12/1943,6.8,4,3.5,7.1,1006.2,9.8,0.2,0.3
09/12/1943,8.2,6.4,5.3,1.9,1005.8,13.3,0.7,0.9
10/12/1943,7.7,4.9,5.6,0,1012.8,11.8,0.6,0.7
11/12/1943,6.5,1.4,-1.1,0,1019.3,9.4,0.6,0.6
12/12/1943,5.4,0.6,-3.8,0,1024.4,5.2,0.5,0.6
13/12/1943,5.7,-0.9,-7.4,0,1025.8,2.8,0,0
14/12/1943,4.9,-2.8,-8.4,0,1026,2.4,0.1,0.2
15/12/1943,5.9,1.2,1.6,0,1022.9,6.1,0,0
16/12/1943,4.6,2.1,0.9,0,1012,4.9,0.4,0.5
17/12/1943,8.8,1.8,1.6,6.1,998.8,15.9,0.6,0.8
18/12/1943,9.1,-0.1,-5.2,3.1,987.2,19.2,0.7,1
19/12/1943,5.4,1.7,0.2,3.6,986.2,23.2,0.7,0.9
20/12/1943,9.1,3.3,1.3,0.9,992.8,23,0.9,1.3
21/12/1943,9.3,2.4,2.2,8.9,982.2,23.5,0.8,1.1
22/12/1943,6.4,1.6,0.6,0.1,986.6,18.5,0.5,0.5
23/12/1943,5,-1,-2.8,0.1,1002.3,9.5,0.1,0.1
24/12/1943,7.9,-0.2,-2.8,0,1016.9,10.8,0.2,0.3
25/12/1943,10.7,6.9,5.7,0,1021.9,16.3,0.7,0.8
26/12/1943,11.4,9.1,6.2,0.1,1024.9,12.3,0.9,1
27/12/1943,9.9,7.7,7.8,0,1026.8,13.2,1,1.1
28/12/1943,8.3,6.1,6.1,0,1025.3,10.5,0.7,0.9
29/12/1943,8.8,4.1,6.1,0.1,1021.8,13.8,0.4,0.6
